osmid,x,y
42431482,-73.9751868,40.7291391
42431490,-73.99312,40.736691
42431497,-74.0034031,40.7387661
42431500,-74.00386,40.7387561
42431503,-74.0055102,40.7387641
42431505,-74.00646,40.7387622
42431508,-74.008103,40.738759
42431517,-74.003657,40.729344
42431519,-74.0039573,40.7298634
42431524,-74.004303,40.730447
42431528,-74.0046246,40.7310034
42431531,-74.0051065,40.7318361
42431536,-74.005461,40.7324485
42431544,-73.9744717,40.7622903
42431549,-73.9805314,40.7648393
42431556,-73.9833766,40.7660319
42431560,-73.9862074,40.7672471
42431563,-73.9890489,40.7684455
42431602,-74.0048174,40.7134819
42431611,-74.007932,40.7149277
42431614,-74.0092468,40.7155294
42431617,-74.0109232,40.7163041
42431626,-74.0127568,40.7171351
42431629,-74.0138194,40.7176193
42431630,-74.0140548,40.7177265
42431643,-73.9430556,40.8266537
42431649,-73.970728,40.767394
42431650,-73.969127,40.7667187
42431652,-73.9674335,40.7660116
42431654,-73.965901,40.7653629
42431656,-73.9642995,40.7646823
42431659,-73.9620616,40.7637382
42431661,-73.9596948,40.7627398
42431666,-73.9300052,40.8678058
42431671,-73.968904,40.769901
42431674,-73.9673032,40.7692257
42431677,-73.9656086,40.7685108
42431678,-73.9640765,40.7678647
42431680,-73.9624718,40.767188
42431681,-73.9602285,40.7662419
42431684,-73.9578431,40.7652359
42431773,-74.0024762,40.7303374
42431777,-74.0028182,40.730922
42431785,-74.0031289,40.7314683
42431789,-74.0032895,40.7317466
42431797,-74.0039756,40.732925
42431802,-74.0042514,40.7333991
42431804,-74.004561,40.73401
42431805,-74.0047458,40.7346517
42431812,-74.0049302,40.7352971
42431814,-74.0051271,40.7359654
42431822,-73.9930421,40.7254628
42431868,-74.0115415,40.7049939
42431875,-74.0115763,40.7042166
42431877,-74.0115861,40.7040261
42431889,-74.0115948,40.7034746
42431898,-74.0115133,40.7029659
42431902,-74.0111627,40.7017865
42431990,-73.9979907,40.7127254
42431992,-73.9977759,40.7119737
42432000,-73.9838874,40.7131988
42432002,-73.9836161,40.7113179
42432054,-73.9908948,40.7221825
42432057,-73.9892792,40.7216851
42432060,-73.9890209,40.7216145
42432063,-73.9885157,40.7214626
42432066,-73.9877644,40.7212346
42432068,-73.986948,40.7209878
42432071,-73.986157,40.7207483
42432073,-73.9853164,40.7204937
42432075,-73.9844697,40.7202373
42432078,-73.9827973,40.7197245
42432082,-73.9931529,40.7228307
42432083,-73.9916591,40.7224082
42432085,-73.99336,40.71907
42432091,-73.9845346,40.7163967
42432094,-73.986194,40.7168982
42432095,-73.9870412,40.7171547
42432097,-73.987879,40.717409
42432099,-73.988671,40.71765
42432102,-73.9894779,40.7178944
42432103,-73.9902319,40.7181237
42432105,-73.99071,40.7182673
42432108,-73.9909824,40.7183505
42432111,-73.9926119,40.7188476
42432127,-74.00438,40.724055
42432135,-74.003635,40.723682
42432142,-74.0029712,40.7233191
42432148,-74.0021754,40.7229283
42432152,-74.0014071,40.7225511
42432156,-74.0006571,40.7221828
42432161,-73.999031,40.721421
42432165,-73.998196,40.721063
42432171,-73.9973457,40.7207098
42432174,-73.9968362,40.7205052
42432178,-73.9960274,40.7201804
42432181,-73.9952571,40.7198711
42432184,-73.994384,40.7194555
42432191,-73.9996618,40.7340688
42432194,-73.999973,40.734688
42432199,-74.0003548,40.7353213
42432201,-74.000722,40.735926
42432205,-74.001463,40.737168
42432208,-74.001755,40.7376609
42432211,-74.0020342,40.7381296
42432214,-74.0027775,40.739375
42432218,-73.9362457,40.8381008
42432220,-73.93665,40.838668
42432223,-73.9372062,40.8394631
42432226,-73.9388015,40.8398976
42432228,-73.9396778,40.8402585
42432238,-73.9987971,40.7145118
42432241,-73.998866,40.714995
42432244,-73.9984926,40.7156303
42432246,-73.9977656,40.7168306
42432250,-73.9971031,40.7178782
42432282,-73.9964715,40.7190623
42432302,-73.9954604,40.7216242
42432305,-73.994909,40.723036
42432308,-73.9941491,40.7247637
42432352,-73.9490776,40.797101
42432376,-73.9488554,40.7967335
42432395,-73.9494082,40.7966362
42432436,-73.9813803,40.7528159
42432438,-73.9797786,40.7521404
42432444,-73.9765292,40.7507711
42432451,-73.9749369,40.7501096
42432458,-73.9740722,40.7497424
42432464,-73.9727006,40.7491639
42432540,-73.9709247,40.7484102
42432556,-73.9754712,40.7769031
42432558,-73.9783086,40.7781042
42432564,-73.9811164,40.779284
42432572,-73.9853731,40.7810707
42432580,-73.9776624,40.7579096
42432585,-73.9837062,40.7604633
42432589,-73.9865661,40.7616677
42432594,-73.9894017,40.7628617
42432598,-73.9922415,40.7640575
42432659,-73.9362503,40.8204537
42432665,-73.9357506,40.8211204
42432669,-73.9352976,40.8217486
42432679,-74.0098642,40.7058008
42432693,-73.9794895,40.7554134
42432700,-73.9883858,40.7591595
42432703,-73.9912267,40.7603553
42432706,-73.9940688,40.7615516
42432720,-73.9190766,40.8595904
42432722,-73.919846,40.859898
42432736,-73.9595472,40.7987264
42432737,-73.9609777,40.7993297
42432744,-73.9623828,40.7999222
42432756,-73.9651949,40.8011081
42432764,-73.96956,40.802938
42432785,-73.9247102,40.8615543
42432789,-73.9253818,40.8625949
42432795,-73.9266364,40.8645441
42432799,-73.9280465,40.8661784
42432802,-73.928722,40.866743
42432805,-73.9293463,40.8672563
42432818,-73.9739744,40.7629723
42432825,-73.9723653,40.7622945
42432834,-73.970671,40.7615775
42432847,-73.9691328,40.7609304
42432856,-73.9675757,40.7602748
42432861,-73.9653081,40.7593168
42432871,-73.9606728,40.7573667
42432875,-73.9602633,40.7571963
42432882,-73.919458,40.872249
42432889,-73.952608,40.8032537
42432894,-73.9527337,40.8041987
42432897,-73.9527655,40.8050309
42432900,-73.9527966,40.8058775
42432905,-73.9529047,40.8075507
42432917,-73.9529558,40.8083967
42432926,-73.953005,40.8092377
42432928,-73.9531089,40.8101047
42432929,-73.9525905,40.8107673
42432931,-73.952101,40.811442
42432932,-73.9515008,40.8120151
42432933,-73.950927,40.812575
42432936,-73.95035,40.813159
42432949,-73.948677,40.815692
42432950,-73.948356,40.816374
42432954,-73.9476667,40.8178547
42432955,-73.9473494,40.8185359
42432956,-73.9470312,40.8192188
42432957,-73.9467125,40.819903
42432960,-73.9463959,40.8205827
42432961,-73.9460787,40.8212637
42432963,-73.9447637,40.8240402
42432967,-73.943813,40.825332
42432970,-73.943357,40.825956
42432974,-73.9427817,40.8273441
42432980,-73.9419432,40.8294451
42432983,-73.941667,40.83016
42432985,-73.941368,40.830891
42432990,-73.9408792,40.8323747
42432992,-73.940653,40.833098
42432994,-73.94036,40.833786
42432999,-73.940048,40.8344923
42433011,-73.9397872,40.8350754
42433014,-73.9398835,40.8358221
42433017,-73.9400362,40.8361153
42433020,-73.9401365,40.8369673
42433024,-73.939994,40.837714
42433027,-73.9398455,40.8385135
42433030,-73.9398826,40.8395698
42433035,-73.9394727,40.8409552
42433041,-73.9388621,40.8422438
42433043,-73.9384302,40.8429055
42433044,-73.937982,40.843501
42433046,-73.937043,40.844788
42433057,-73.93657,40.845434
42433058,-73.936078,40.846105
42433060,-73.935622,40.846727
42433062,-73.935172,40.847358
42433064,-73.9346943,40.8479996
42433066,-73.933731,40.849321
42433068,-73.93331,40.849895
42433069,-73.932861,40.850506
42433072,-73.932433,40.851095
42433075,-73.931995,40.851696
42433077,-73.931495,40.85238
42433080,-73.930996,40.853062
42433097,-73.930539,40.853685
42433107,-73.930082,40.85431
42433115,-73.929644,40.854908
42433138,-73.928411,40.856606
42433151,-73.928266,40.8568009
42433161,-73.9524352,40.7990263
42433163,-73.9524733,40.7998583
42433165,-73.9525498,40.8015271
42433173,-73.9525882,40.802366
42433205,-74.0020637,40.7081931
42433212,-74.0016856,40.7077643
42433218,-74.0013158,40.7072852
42433229,-74.002503,40.708846
42433231,-74.0018996,40.7082744
42433237,-74.0014617,40.707871
42433243,-74.0010233,40.7074377
42433252,-73.9694159,40.7953672
42433256,-73.9736411,40.7971483
42433260,-74.001103,40.733439
42433261,-74.001205,40.733843
42433264,-74.001389,40.734483
42433269,-74.00158,40.7351323
42433272,-74.0017616,40.7357626
42433275,-74.0019538,40.7364365
42433278,-74.002136,40.737066
42433281,-73.998612,40.732215
42433282,-74.0007095,40.7332427
42433286,-74.001613,40.733706
42433292,-73.994064,40.729978
42433295,-73.994822,40.73035
42433298,-73.9955715,40.7307232
42433302,-73.9967842,40.7113738
42433324,-73.9963871,40.7097774
42433330,-74.0060233,40.7079259
42433339,-73.9424802,40.8322331
42433346,-73.926863,40.85623
42433354,-73.9966451,40.7318592
42433356,-73.995119,40.731209
42433377,-73.9419442,40.7846006
42433385,-73.9435282,40.7836354
42433421,-73.9438959,40.7797186
42433422,-73.9435413,40.7792164
42433431,-73.9302797,40.7949399
42433490,-73.9405145,40.7852012
42433513,-73.9378563,40.7887043
42433537,-73.9972984,40.7134688
42433539,-73.9945699,40.713696
42433542,-73.9939452,40.7137475
42433543,-73.9929765,40.7138283
42433545,-73.9924861,40.713869
42433550,-73.9886961,40.7141849
42433551,-73.9871695,40.714317
42433553,-73.9853265,40.7144708
42433554,-73.9847081,40.7145093
42433564,-73.971237,40.7827163
42433565,-73.9740729,40.7839166
42433567,-73.9768937,40.7851032
42433569,-73.9812269,40.7868921
42433573,-74.0039266,40.7208746
42433574,-74.002971,40.721995
42433577,-74.001127,40.724166
42433578,-74.000101,40.725382
42433581,-73.9990701,40.7266087
42433587,-73.9965723,40.7295644
42433604,-73.9827265,40.7509597
42433611,-73.9887981,40.7535034
42433620,-73.991633,40.754707
42433625,-73.9944724,40.7559104
42433644,-73.9973219,40.7570936
42433712,-74.0179342,40.7061729
42433715,-74.0175734,40.7068458
42433718,-74.0171151,40.7074717
42433743,-73.955363,40.7994668
42433779,-73.9386193,40.8173165
42433781,-73.9414703,40.8185042
42433785,-73.9442303,40.819674
42433789,-73.945613,40.820255
42433797,-73.9499097,40.8220613
42433800,-73.9513037,40.8226586
42433811,-73.95483,40.824126
42433821,-74.0018089,40.7329507
42433822,-74.0025813,40.7333766
42433834,-74.0122358,40.7027177
42433927,-73.9627249,40.7815194
42434072,-73.9790227,40.7560373
42434074,-73.9774077,40.7553621
42434077,-73.9765138,40.7549885
42434085,-73.9741902,40.7539937
42434087,-73.9725908,40.7533265
42434090,-73.970341,40.752379
42434092,-73.9679588,40.7513685
42434097,-73.9522674,40.8172259
42434098,-73.9531759,40.8175891
42434101,-73.9552918,40.818484
42434105,-73.9589033,40.8200228
42434110,-73.9417352,40.8127869
42434111,-73.9447305,40.8140459
42434113,-73.947489,40.815207
42434117,-73.9417696,40.807089
42434122,-73.9401645,40.8064085
42434129,-73.9369374,40.8050563
42434131,-73.935333,40.8043912
42434134,-73.9330784,40.8034309
42434135,-73.9308738,40.8025081
42434140,-73.9899044,40.7295552
42434142,-73.9876651,40.7286043
42434148,-73.98309,40.726666
42434158,-73.9716995,40.7871744
42434160,-73.9745165,40.788361
42434161,-73.9798657,40.7906175
42434165,-73.9562599,40.7872265
42434166,-73.9546527,40.7865547
42434168,-73.9529602,40.7858454
42434169,-73.9514317,40.7851972
42434172,-73.9498372,40.7845271
42434175,-73.947588,40.7835688
42434179,-73.9452196,40.7825675
42434196,-73.9903444,40.72894
42434197,-73.9897979,40.7287055
42434201,-73.9881196,40.7279851
42434205,-73.985753,40.726988
42434215,-73.9835308,40.7260512
42434226,-73.981211,40.725073
42434233,-73.9788537,40.7240792
42434237,-73.976477,40.723078
42434246,-73.9391536,40.8216757
42434249,-73.9419205,40.8228413
42434251,-73.94292,40.8232628
42434255,-73.9438503,40.823655
42434259,-73.946223,40.8246596
42434262,-73.9475961,40.825238
42434264,-73.9519791,40.8270794
42434268,-73.9900833,40.7408858
42434270,-73.9961302,40.7434315
42434271,-73.9989693,40.74463
42434279,-74.0018592,40.7458555
42434285,-74.004653,40.747023
42434306,-73.9373,40.8242206
42434308,-73.940054,40.825379
42434314,-73.9410462,40.8257967
42434338,-73.9443629,40.8271966
42434340,-73.9457333,40.8277796
42434343,-73.9500781,40.8296073
42434352,-73.988777,40.7339642
42434354,-73.9878179,40.7352924
42434355,-73.9873953,40.7358767
42434357,-73.9869673,40.7364685
42434358,-73.9865444,40.7370531
42434360,-73.9861204,40.7376394
42434361,-73.9402901,40.8147543
42434370,-73.9170165,40.8701354
42434372,-73.915746,40.871044
42434377,-73.9476486,40.7961631
42434382,-73.9459003,40.7954276
42434384,-73.9444165,40.7948079
42434385,-73.9428091,40.794128
42434386,-73.9405687,40.7931803
42434389,-73.9382001,40.7921784
42434410,-74.009838,40.7081076
42434412,-74.011935,40.7093107
42434418,-74.007136,40.7063877
42434420,-74.008622,40.7073785
42434427,-73.9976109,40.7539458
42434429,-73.9966484,40.7552202
42434434,-73.994391,40.7583714
42434439,-73.9939368,40.7589778
42434465,-73.9991493,40.7513227
42434559,-73.9325365,40.8632904
42434722,-73.9309931,40.8646389
42434780,-73.9314679,40.8639056
42434800,-73.9877451,40.7440672
42434807,-73.993813,40.746618
42434810,-73.9966345,40.7478363
42434821,-74.0023198,40.7502203
42434827,-74.0075552,40.7523993
42434832,-73.9833045,40.7108145
42434833,-73.9833098,40.7113401
42434839,-74.0060136,40.7203849
42434842,-74.0064614,40.720428
42434845,-74.0066917,40.720453
42434855,-74.0056946,40.7200916
42434871,-74.01001,40.7207447
42434894,-73.9491789,40.7909386
42434895,-73.9476894,40.7903181
42434898,-73.9460871,40.7896375
42434904,-73.9525217,40.7923469
42434905,-73.9509196,40.791675
42434910,-73.941478,40.787692
42434912,-73.9438642,40.7886856
42434935,-73.9350012,40.8279873
42434946,-73.9840705,40.7491045
42434948,-73.9824775,40.7484303
42434951,-73.9807576,40.7477119
42434954,-73.9792242,40.7470714
42434959,-73.9776393,40.7463979
42434962,-73.9767892,40.746037
42434965,-73.9753989,40.7454554
42434969,-73.974743,40.7451792
42434974,-73.973027,40.7444485
42434989,-73.9355668,40.8417005
42434992,-73.9370346,40.8423228
42435002,-73.9424729,40.8446105
42435197,-73.9353154,40.8404757
42435198,-73.9360373,40.8410549
42435207,-73.9450492,40.8026041
42435211,-73.9434351,40.8019202
42435222,-73.9416979,40.8011841
42435230,-73.9402084,40.800568
42435231,-73.9386013,40.7998895
42435234,-73.9363574,40.7989421
42435237,-73.9339919,40.7979434
42435240,-73.9317474,40.796992
42435253,-73.9801168,40.7705364
42435257,-73.9796589,40.7711608
42435272,-73.9764626,40.7755427
42435275,-73.975963,40.7762266
42435283,-73.9749993,40.7775416
42435295,-73.9745417,40.7781744
42435301,-73.9740803,40.7788134
42435308,-73.9707756,40.7833528
42435316,-73.967021,40.7885002
42435317,-73.9665628,40.7891218
42435319,-73.9661041,40.7897447
42435323,-73.9656483,40.7903702
42435328,-73.9651883,40.7909985
42435331,-73.9623766,40.794859
42435333,-73.9619156,40.7954892
42435336,-73.960991,40.7967492
42435337,-73.9605349,40.7973764
42435341,-73.9590861,40.7993567
42435343,-73.9586275,40.7999836
42435346,-73.9583313,40.8003679
42435359,-73.9610669,40.8017902
42435360,-73.960077,40.8047082
42435362,-73.9598246,40.8054325
42435380,-73.9572467,40.8093981
42435387,-73.9469712,40.7999664
42435388,-73.9453586,40.7992916
42435392,-73.9436083,40.7985684
42435395,-73.9421243,40.79795
42435396,-73.9405201,40.7972671
42435400,-73.9359028,40.7953208
42435403,-73.9336715,40.7943904
42435412,-73.918927,40.861142
42435415,-73.920774,40.861936
42435420,-73.992463,40.748469
42435422,-73.992006,40.749101
42435435,-73.9995913,40.7144791
42435451,-73.9985901,40.7171177
42435456,-73.9979382,40.7181633
42435470,-73.9972995,40.7193363
42435477,-73.9957075,40.7233679
42435491,-73.9948703,40.7250181
42435497,-73.9613628,40.780232
42435499,-73.9597737,40.7795447
42435504,-73.9580801,40.7788307
42435509,-73.956549,40.7781874
42435514,-73.9549422,40.7775056
42435516,-73.9527041,40.7765623
42435518,-73.9503323,40.7755591
42435522,-73.9457297,40.7736238
42435534,-73.9842451,40.7169484
42435538,-73.9825651,40.7164371
42435541,-73.9817219,40.7161801
42435544,-73.9808785,40.7159233
42435550,-73.9792153,40.7154169
42435553,-73.9783672,40.7151586
42435556,-73.977594,40.7148601
42435578,-74.0047793,40.7375429
42435581,-74.0041378,40.7381289
42435596,-74.0024948,40.7397428
42435598,-74.0019879,40.7404441
42435599,-74.001555,40.74108
42435603,-74.0011226,40.7416736
42435610,-74.0002679,40.7428467
42435624,-73.998472,40.7453054
42435629,-73.9975495,40.74658
42435632,-73.9970994,40.7471981
42435633,-73.996192,40.748435
42435642,-73.9939428,40.751532
42435644,-73.993458,40.7521986
42435645,-73.9929759,40.7528582
42435646,-73.9925251,40.7534779
42435650,-73.992079,40.754091
42435654,-73.991177,40.75533
42435657,-73.9907278,40.7559486
42435660,-73.990276,40.756567
42435663,-73.9897914,40.7572335
42435671,-73.9888429,40.7585323
42435675,-73.9879285,40.7597869
42435677,-73.9874753,40.7604088
42435680,-73.9870177,40.7610365
42435684,-73.9861011,40.7622941
42435687,-73.9856481,40.7629156
42435702,-73.9851938,40.7635566
42435705,-73.9847413,40.7641596
42435707,-73.9842688,40.7647981
42435710,-73.9838209,40.7654396
42435714,-73.9828727,40.7667157
42435716,-73.9823637,40.7673998
42435736,-73.9580118,40.8007934
42435743,-73.9576916,40.8012375
42435746,-73.9572369,40.8018566
42435755,-73.95632,40.8031162
42435761,-73.9558634,40.8037455
42435763,-73.9553696,40.8044178
42435766,-73.9548742,40.8050938
42435775,-73.9539576,40.8063523
42435785,-73.9530399,40.8076082
42435794,-73.9525797,40.808235
42435802,-73.9521304,40.8088651
42435803,-73.9516742,40.8094996
42435805,-73.9511777,40.8101762
42435810,-73.950216,40.811478
42435814,-73.949757,40.812103
42435825,-73.948419,40.813938
42435837,-73.947034,40.81583
42435844,-73.9465427,40.8165065
42435850,-73.946055,40.817175
42435852,-73.945598,40.8178
42435856,-73.945141,40.818424
42435858,-73.944687,40.819047
42435860,-73.9437782,40.8202938
42435861,-73.943322,40.820917
42435863,-73.942865,40.821542
42435865,-73.942411,40.822164
42435869,-73.9414281,40.8235077
42435873,-73.940971,40.824132
42435876,-73.940515,40.824757
42435880,-73.9398858,40.8256133
42435881,-73.9396061,40.8260017
42435885,-73.939149,40.826626
42435891,-73.9386924,40.8272499
42435894,-73.938237,40.827877
42435898,-73.937782,40.8285
42435910,-73.9971151,40.7128003
42435916,-73.9944601,40.7130272
42435920,-73.9936348,40.7130924
42435922,-73.9923825,40.7131929
42435923,-73.9901247,40.7133803
42435925,-73.9885984,40.7135073
42435928,-73.9870806,40.7136336
42435931,-73.9850499,40.7138032
42435940,-73.9508143,40.8208228
42435943,-73.9529081,40.8217009
42435957,-73.9393897,40.815997
42435967,-73.9423832,40.8172609
42435981,-73.946522,40.819006
42435988,-73.9394725,40.8126463
42435990,-73.9398101,40.8127869
42435993,-73.9400767,40.8128979
42435997,-73.9527209,40.8182343
42436001,-73.9412802,40.813409
42436003,-73.9442672,40.8146691
42436014,-74.0080097,40.7232849
42436017,-74.0095375,40.7234416
42436021,-74.0103391,40.7235239
42436024,-74.0113655,40.7236733
42436050,-74.010475,40.7181403
42436055,-74.0102334,40.7194733
42436056,-74.0101194,40.7201244
42436060,-74.0098818,40.721468
42436064,-74.0097659,40.7221396
42436069,-74.009651,40.7227945
42436073,-74.0094239,40.7241026
42436083,-74.0092999,40.7247682
42436088,-74.0090917,40.7260025
42436093,-74.008967,40.726746
42436097,-74.008845,40.72747
42436100,-74.008724,40.728195
42436109,-74.0085943,40.7289084
42436115,-74.0083997,40.7296297
42436119,-74.008207,40.730343
42436122,-74.008009,40.7310668
42436126,-74.0078076,40.7317805
42436129,-74.0075151,40.7328717
42436134,-74.007344,40.733588
42436135,-74.007162,40.734296
42436139,-74.0069783,40.7349954
42436142,-74.006801,40.7357317
42436146,-74.0066156,40.736437
42436149,-74.006498,40.736957
42436152,-74.006487,40.73755
42436155,-74.00647,40.7381422
42436159,-74.0064595,40.7394004
42436178,-74.0139691,40.7070893
42436181,-74.0135999,40.7079832
42436184,-74.0132433,40.7087788
42436187,-74.013089,40.7091384
42436192,-74.0129792,40.7093852
42436202,-74.0142958,40.7062776
42436283,-73.92708,40.851432
42436285,-73.9281588,40.8518669
42436288,-73.929603,40.852476
42436293,-73.932228,40.853582
42436296,-73.9346217,40.8545099
42436297,-73.9360382,40.8549324
42436301,-73.9378027,40.8554029
42436308,-74.0083381,40.7213636
42436313,-74.0107345,40.7215342
42436316,-74.0117893,40.7215937
42436322,-74.0091888,40.7161881
42436326,-74.0089396,40.7179347
42436327,-74.0088803,40.7182739
42436330,-74.008819,40.718642
42436333,-74.008747,40.719029
42436335,-74.008699,40.719296
42436336,-74.0085815,40.7199664
42436340,-74.0081187,40.7226441
42436353,-74.007669,40.725192
42436355,-74.0075547,40.7258538
42436359,-74.0074309,40.7266017
42436364,-74.0073112,40.7273286
42436369,-74.0071926,40.728049
42436371,-74.0070745,40.7287662
42436374,-74.0069526,40.7294927
42436377,-74.0068382,40.7302239
42436381,-74.006721,40.7309445
42436384,-74.0066039,40.73167
42436390,-74.0064889,40.732425
42436393,-74.0063829,40.7330707
42436396,-74.0062788,40.7337434
42436400,-74.0061609,40.734439
42436404,-74.0060475,40.735133
42436407,-74.0059318,40.735846
42436411,-74.0058168,40.7365313
42436414,-74.0057682,40.7372197
42436423,-74.0057088,40.7375527
42436427,-74.00561,40.7381397
42436431,-74.0054071,40.7394127
42436439,-74.005128,40.740847
42436475,-73.9670325,40.7724555
42436477,-73.965434,40.7717833
42436481,-73.9637208,40.7710637
42436484,-73.9622127,40.7704253
42436486,-73.9606044,40.769747
42436489,-73.9583845,40.7688122
42436492,-73.9559988,40.7678043
42436510,-73.9721171,40.7655257
42436511,-73.9704968,40.7648423
42436514,-73.9688047,40.76413
42436516,-73.9672732,40.7634846
42436519,-73.9656659,40.7628079
42436527,-73.9634382,40.7618673
42436531,-73.9610636,40.7608639
42436537,-73.9589963,40.7834629
42436539,-73.9574044,40.7827919
42436541,-73.9557062,40.7820798
42436544,-73.9541807,40.7814307
42436546,-73.9525725,40.7807525
42436549,-73.9503368,40.7798089
42436551,-73.9479508,40.778815
42436556,-73.9433989,40.7768958
42436563,-73.9899392,40.7112188
42436567,-74.0058148,40.7250234
42436575,-73.9875061,40.7415447
42436578,-73.9858246,40.7408251
42436582,-73.9842643,40.7401675
42436586,-73.9826645,40.7394963
42436590,-73.9804284,40.7385557
42436598,-73.9780485,40.7375593
42436604,-73.9520587,40.7929817
42436610,-73.9504667,40.7923067
42436614,-73.9487212,40.7915693
42436619,-73.9472304,40.7909456
42436624,-73.9456376,40.7902523
42436627,-73.9433959,40.7893159
42436630,-73.9410152,40.7883247
42436637,-73.950158,40.7955852
42436640,-73.9485565,40.7949134
42436641,-73.9468139,40.794181
42436644,-73.9453291,40.7935598
42436647,-73.9437242,40.7928745
42436651,-73.941503,40.791908
42436653,-73.939132,40.790905
42436700,-73.9758441,40.7604084
42436701,-73.974231,40.7597325
42436703,-73.9725324,40.7590253
42436705,-73.9709896,40.7583781
42436707,-73.9693983,40.7577042
42436710,-73.9671663,40.7567628
42436714,-73.9647728,40.7557614
42436716,-73.9629036,40.7549794
42436724,-73.9413121,40.8077113
42436726,-73.9444657,40.8090395
42436728,-73.9474622,40.8103039
42436734,-73.9531404,40.8126972
42436739,-73.9551936,40.8135587
42436746,-73.9852432,40.7446313
42436748,-73.9835616,40.7439234
42436751,-73.982007,40.7432627
42436753,-73.9804107,40.7425925
42436754,-73.9781701,40.7416506
42436756,-73.9757944,40.7406465
42436763,-74.0044383,40.7227332
42436770,-74.00383,40.723449
42436779,-74.002619,40.72488
42436784,-74.0015958,40.7261202
42436788,-74.0005803,40.7273529
42436793,-73.9986042,40.729686
42436796,-73.9980762,40.7302937
42436806,-73.9332225,40.8449056
42436807,-73.934686,40.84552
42436812,-73.937313,40.846623
42436832,-73.9421969,40.8476869
42436848,-74.00102,40.730246
42436856,-74.0003713,40.7339701
42436894,-74.0086061,40.7326715
42436899,-74.0098682,40.7324705
42436903,-74.0102359,40.7324182
42436911,-73.9642177,40.7763096
42436913,-73.9626345,40.7756416
42436914,-73.9609303,40.7749247
42436917,-73.9593972,40.7742796
42436919,-73.9578018,40.7736031
42436921,-73.9555742,40.7726645
42436922,-73.9531803,40.7716529
42436929,-73.917916,40.870923
42436930,-73.917009,40.871584
42436935,-73.9922554,40.7345291
42436939,-73.9898448,40.7335229
42436941,-73.9876833,40.7326041
42436942,-73.985444,40.731658
42436943,-73.9830644,40.7306534
42436944,-73.980858,40.729725
42436947,-73.978536,40.728746
42436949,-73.9773526,40.7282532
42436957,-73.9761698,40.7277504
42436968,-74.0052872,40.7288513
42436971,-73.9837964,40.7107814
42436974,-73.9839123,40.7112964
42436985,-73.9684954,40.7915736
42436990,-73.9713214,40.7927633
42437005,-73.9762395,40.794825
42437018,-73.9893863,40.7359584
42437021,-73.9889596,40.7365293
42437050,-73.9703363,40.7890588
42437052,-73.9731431,40.7902424
42437058,-73.9776753,40.792175
42437067,-73.9833967,40.7185765
42437071,-73.9842294,40.7188259
42437074,-73.9850756,40.7190825
42437078,-73.9859139,40.7193368
42437082,-73.9867535,40.7195914
42437084,-73.9875441,40.7198312
42437096,-73.9883599,40.7200786
42437106,-73.9891119,40.7203066
42437108,-73.9896132,40.7204582
42437109,-73.9898501,40.7205303
42437111,-73.9914809,40.7210302
42437113,-73.992237,40.721248
42437114,-73.9935815,40.7216409
42437118,-73.9799952,40.7175542
42437124,-73.9969466,40.7120847
42437135,-73.9962351,40.7092114
42437142,-73.9610565,40.8068316
42437174,-73.946462,40.800665
42437177,-73.9496071,40.8020112
42437188,-73.9568273,40.8050314
42437196,-73.958191,40.8056136
42437201,-73.9483211,40.7981256
42437204,-73.951484,40.7994476
42437211,-73.9544809,40.8006953
42437218,-73.9586898,40.802473
42437222,-73.9629314,40.8042605
42437223,-73.967373,40.806127
42437280,-73.9885174,40.7371225
42437283,-73.985362,40.7357911
42437287,-73.9831222,40.7348458
42437289,-73.9807369,40.7338271
42437300,-73.9736127,40.7845451
42437305,-73.9764355,40.7857321
42437312,-73.9811521,40.7876839
42437316,-73.936691,40.837193
42437319,-73.9383539,40.8378835
42437324,-73.9447121,40.8410394
42437326,-73.939618,40.8387079
42437333,-73.9898675,40.7255809
42437339,-73.987502,40.724584
42437343,-73.9852818,40.7236472
42437346,-73.982964,40.722671
42437349,-73.9806046,40.721677
42437354,-73.978231,40.720674
42437358,-73.9808792,40.7534805
42437363,-73.9869489,40.7560361
42437368,-73.9926458,40.7584326
42437371,-73.9954726,40.7596264
42437379,-74.0013069,40.7620557
42437384,-73.9793024,40.7767307
42437396,-74.0147403,40.7098267
42437401,-74.0163736,40.7100903
42437410,-74.0175611,40.7103644
42437423,-73.9693618,40.7692758
42437425,-73.9677557,40.7686004
42437428,-73.9660657,40.7678888
42437433,-73.9645312,40.7672413
42437436,-73.9629303,40.7665573
42437445,-73.9606918,40.765613
42437451,-73.9583002,40.7646145
42437481,-73.9919892,40.7109437
42437503,-73.9867498,40.7115328
42437505,-73.9848136,40.711712
42437529,-73.985387,40.737332
42437530,-73.9849697,40.737913
42437536,-74.0099816,40.7051688
42437559,-73.9974807,40.7140091
42437564,-73.996737,40.7150162
42437580,-73.9954278,40.7172802
42437589,-73.9947975,40.718459
42437605,-73.993848,40.7209726
42437608,-73.993317,40.7223715
42437612,-73.9926626,40.7242393
42437613,-73.9924145,40.7249031
42437618,-73.9921298,40.7256648
42437644,-73.9845455,40.7484537
42437654,-73.9906121,40.7510092
42437663,-73.9963175,40.7534078
42437670,-73.9991485,40.754591
42437678,-74.0048008,40.7569713
42437686,-73.9863915,40.7459215
42437688,-73.9981551,40.7509001
